,Code,Company,Exchange,Ex Code
1191,FRC,First Republic Bank,New York Stock Exchange,NYSE
1192,FRC-G,First Republic Bank San Francisco,New York Stock Exchange,NYSE
1193,FRC-H,First Republic Bank San Francisco,New York Stock Exchange,NYSE
1194,FRC-I,First Rep Bk San Francisco [Frc/Pi],New York Stock Exchange,NYSE
1195,FRC-J,First Republic Bank Prf Perpetual USD Dp,New York Stock Exchange,NYSE
1196,FRC-K,First Republic Bank,New York Stock Exchange,NYSE
1197,FRO,Frontline Ltd,New York Stock Exchange,NYSE
1198,FRT,Federal Realty Investment Trust,New York Stock Exchange,NYSE
1199,FRT-C,Federal Realty Invt TR [Frt/Pc],New York Stock Exchange,NYSE
1200,FSD,High Income Long Short Fund,New York Stock Exchange,NYSE
1201,FSK,FS KKR Capital Corp,New York Stock Exchange,NYSE
1202,FSKR,FS KKR Capital Corp II,New York Stock Exchange,NYSE
1203,FSLF,First Eagle Senior Loan Fund,New York Stock Exchange,NYSE
1204,FSLY,Fastly Inc,New York Stock Exchange,NYSE
1205,FSM,Fortuna Silver Mines,New York Stock Exchange,NYSE
1206,FSR,Fisker Inc,New York Stock Exchange,NYSE
1207,FSR.W,Fisker Inc Warrants,New York Stock Exchange,NYSE
1208,FSS,Federal Signal Corp,New York Stock Exchange,NYSE
1209,FST,Fast Acquisition Corp Cl A,New York Stock Exchange,NYSE
1210,FST.U,Fast Acquisition Corp Units,New York Stock Exchange,NYSE
1211,FST.W,Fast Acquisition Corp. WT,New York Stock Exchange,NYSE
1212,FT,Franklin Universal Trust,New York Stock Exchange,NYSE
1213,FTA-A,Fortress Transportation and,New York Stock Exchange,NYSE
1214,FTA-B,Fortress Transportation and,New York Stock Exchange,NYSE
1215,FTAI,Fortress Transportation & Infra,New York Stock Exchange,NYSE
1216,FTCH,Farfetch Ltd Cl A,New York Stock Exchange,NYSE
1217,FTHY,First Trust High Yield Opportunities,New York Stock Exchange,NYSE
1218,FTI,Technipfmc Plc,New York Stock Exchange,NYSE
1219,FTK,Flotek Industries,New York Stock Exchange,NYSE
1220,FTS,Fortis Inc,New York Stock Exchange,NYSE
1221,FTV,Fortive Corp,New York Stock Exchange,NYSE
1222,FTV-A,Fortive Corp [Ftv/Pa],New York Stock Exchange,NYSE
1223,FUBO,Facebank Group Inc,New York Stock Exchange,NYSE
1224,FUL,H. B. Fuller Company,New York Stock Exchange,NYSE
1225,FUN,Cedar Fair LP,New York Stock Exchange,NYSE
1226,FUS.U,Fusion Acquisition Corp Cl A [Fuse.U],New York Stock Exchange,NYSE
1227,FUS.W,Fusion Acquisition Corp WT [Fuse/W],New York Stock Exchange,NYSE
1228,FUSE,Fusion Acquisition Corp Cl A,New York Stock Exchange,NYSE
1229,FVA.U,Fortress Value Acquisition Corp [Fvac.U],New York Stock Exchange,NYSE
1230,FVA.W,Fortress Value Acquisition Corp [Fvac/W],New York Stock Exchange,NYSE
1231,FVAC,Fortress Value Acquisition Corp Cl A,New York Stock Exchange,NYSE
1232,FVRR,Fiverr International Ltd,New York Stock Exchange,NYSE
1233,G,Genpact Ltd,New York Stock Exchange,NYSE
1234,GAB,Gabelli Equity Trust,New York Stock Exchange,NYSE
1235,GAB-G,Gabelli Equity Trust Inc [Gab/Pg],New York Stock Exchange,NYSE
1236,GAB-H,Gabelli Equity Trust Inc [Gab/Ph],New York Stock Exchange,NYSE
1237,GAB-J,Gabelli Equity Trust Inc [Gab/Pj],New York Stock Exchange,NYSE
1238,GAB-K,Gabelli Equity Trust Inc 5% Prf,New York Stock Exchange,NYSE
1239,GAM,General American Investors,New York Stock Exchange,NYSE
1240,GAM-B,General Amern Invs Inc [Gam/Pb],New York Stock Exchange,NYSE
1241,GATO,Gatos Silver Inc,New York Stock Exchange,NYSE
1242,GATX,GATX Corp,New York Stock Exchange,NYSE
1243,GB,Global Blue Group Holding Ag,New York Stock Exchange,NYSE
1244,GB.W,Global Blue Group Holding Ag WT,New York Stock Exchange,NYSE
1245,GBAB,Guggenheim Build America Bonds,New York Stock Exchange,NYSE
1246,GBL,Gamco Investors,New York Stock Exchange,NYSE
1247,GBX,Greenbrier Companies,New York Stock Exchange,NYSE
1248,GCI,Gannett CO Inc,New York Stock Exchange,NYSE
1249,GCO,Genesco Inc,New York Stock Exchange,NYSE
1250,GCP,Gcp Applied Technologies Inc C,New York Stock Exchange,NYSE
1251,GCV,Gabelli Convertible and Income,New York Stock Exchange,NYSE
1252,GD,General Dynamics Corp,New York Stock Exchange,NYSE
1253,GDDY,Godaddy Inc,New York Stock Exchange,NYSE
1254,GDL,The Gdl Fund,New York Stock Exchange,NYSE
1255,GDL-C,Gdl Fund [Gdl/Pc],New York Stock Exchange,NYSE
1256,GDO,Western Asset Global Corporate Defined,New York Stock Exchange,NYSE
1257,GDOT,Green Dot Corp,New York Stock Exchange,NYSE
1258,GDV,Gabelli Dividend,New York Stock Exchange,NYSE
1259,GDV-G,Gabelli Dividend & Income Trust [Gdv/Pg],New York Stock Exchange,NYSE
1260,GDV-H,Gabelli Dividend & Income Trust [Gdv/Ph],New York Stock Exchange,NYSE
1261,GE,General Electric Company,New York Stock Exchange,NYSE
1262,GEF,Greif Bros. Corp,New York Stock Exchange,NYSE
1263,GEF.B,Greif Bros. Corp Cl B,New York Stock Exchange,NYSE
1264,GEL,Genesis Energy LP,New York Stock Exchange,NYSE
1265,GEN,Genesis Healthcare Inc,New York Stock Exchange,NYSE
1266,GEO,Geo Group Inc,New York Stock Exchange,NYSE
1267,GER,Goldman Sachs MLP Energy Renai,New York Stock Exchange,NYSE
1268,GES,Guess Inc,New York Stock Exchange,NYSE
1269,GF,New Germany Fund,New York Stock Exchange,NYSE
1270,GFF,Griffon Corp,New York Stock Exchange,NYSE
1271,GFI,Gold Fields Ltd,New York Stock Exchange,NYSE
1272,GFL,Gfl Environmental Inc,New York Stock Exchange,NYSE
1273,GFLU,Gfl Environmental Inc Tangible Equity,New York Stock Exchange,NYSE
1274,GFY,Western Asset Variable Rate Strategic,New York Stock Exchange,NYSE
1275,GGB,Gerdau S.A.,New York Stock Exchange,NYSE
1276,GGG,Graco Inc,New York Stock Exchange,NYSE
1277,GGM,Guggenheim Credit Allocation F,New York Stock Exchange,NYSE
1278,GGT,Gabelli Global Multi-Media Trust,New York Stock Exchange,NYSE
1279,GGT-E,Gabelli Multimedia Trust Inc [Ggt/Pe],New York Stock Exchange,NYSE
1280,GGT-G,Gabelli Multimedia Trust Inc 5.125% Prf,New York Stock Exchange,NYSE
1281,GGZ,Gabelli Global Small and Mid CA,New York Stock Exchange,NYSE
1282,GGZ-A,Gabelli Global Small & Mid Cap Val,New York Stock Exchange,NYSE
1283,GHC,Graham Holdings Company,New York Stock Exchange,NYSE
1284,GHG,Greentree Hospitality Group Ltd ADR,New York Stock Exchange,NYSE
1285,GHL,Greenhill & CO Inc,New York Stock Exchange,NYSE
1286,GHLD,Guild Holdings Company Cl A,New York Stock Exchange,NYSE
1287,GHM,Graham Corp,New York Stock Exchange,NYSE
1288,GHY,Prudential Global Short Durati,New York Stock Exchange,NYSE
1289,GIB,CGI Group,New York Stock Exchange,NYSE
1290,GIK,Gigcapital3 Inc,New York Stock Exchange,NYSE
1291,GIK.U,Gigcapital3 Inc [Gik.U],New York Stock Exchange,NYSE
1292,GIK.W,Gigcapital3 Inc WT,New York Stock Exchange,NYSE
1293,GIL,Gildan Activewear,New York Stock Exchange,NYSE
1294,GIM,Templeton Global,New York Stock Exchange,NYSE
1295,GIS,General Mills,New York Stock Exchange,NYSE
1296,GIX,Gigcapital2 Inc,New York Stock Exchange,NYSE
1297,GIX.P,Gigcapital2 Inc [Gix/R],New York Stock Exchange,NYSE
1298,GIX.U,Gigcapital2 Inc,New York Stock Exchange,NYSE
1299,GIX.W,Gigcapital2 Inc WT [Gix/W],New York Stock Exchange,NYSE
1300,GJH,Strats Sm Trust For United States,New York Stock Exchange,NYSE
1301,GJO,Strats Sm Trust For Wal-Mart Stores Inc,New York Stock Exchange,NYSE
1302,GJP,Strats Sm Trust For Dominion Resources,New York Stock Exchange,NYSE
1303,GJR,Strats Sm Trust For The Procter & Gamble,New York Stock Exchange,NYSE
1304,GJS,Strats Sm Trust For Goldman Sachs Group,New York Stock Exchange,NYSE
1305,GJT,Strats Sm Trust For Allstate Corp,New York Stock Exchange,NYSE
1306,GKOS,Glaukos Corp,New York Stock Exchange,NYSE
1307,GL,Globe Life Inc,New York Stock Exchange,NYSE
1308,GL-C,Globe Life Inc [Gl/Pc],New York Stock Exchange,NYSE
1309,GLE.U,Galileo Acquisition Corp [Gleo.U],New York Stock Exchange,NYSE
1310,GLE.W,Galileo Acquisition Corp [Gleo/W],New York Stock Exchange,NYSE
1311,GLEO,Galileo Acquisition Corp,New York Stock Exchange,NYSE
1312,GLO-A,Gaslog Partners LP [Glop/Pa],New York Stock Exchange,NYSE
1313,GLO-B,Gaslog Partners LP [Glop/Pb],New York Stock Exchange,NYSE
1314,GLO-C,Gaslog Partners LP [Glop/Pc],New York Stock Exchange,NYSE
1315,GLO-G,Gaslog Partners LP [Glop/Pg],New York Stock Exchange,NYSE
1316,GLOB,Globant S.A.,New York Stock Exchange,NYSE
1317,GLOG,Gaslog Ltd,New York Stock Exchange,NYSE
1318,GLOP,Gaslog Partners LP,New York Stock Exchange,NYSE
1319,GLP,Global Partners LP,New York Stock Exchange,NYSE
1320,GLP-A,Global Partners LP [Glp/Pa],New York Stock Exchange,NYSE
1321,GLT,Glatfelter,New York Stock Exchange,NYSE
1322,GLW,Corning Inc,New York Stock Exchange,NYSE
1323,GM,General Motors Company,New York Stock Exchange,NYSE
1324,GME,Gamestop Corp,New York Stock Exchange,NYSE
1325,GMED,Globus Medical Inc,New York Stock Exchange,NYSE
1326,GMR-A,Global Med REIT Inc [Gmre/Pa],New York Stock Exchange,NYSE
1327,GMRE,Global Medical REIT Inc,New York Stock Exchange,NYSE
1328,GMS,Gms Inc,New York Stock Exchange,NYSE
1329,GMTA,GATX Corp 5.625% Senior,New York Stock Exchange,NYSE
1330,GNE,Genie Energy Ltd Cl B,New York Stock Exchange,NYSE
1331,GNE-A,Genie Energy Ltd [Gne/Pa],New York Stock Exchange,NYSE
1332,GNK,Genco Shipping & Trading Ltd,New York Stock Exchange,NYSE
1333,GNL,Global Net Lease Inc,New York Stock Exchange,NYSE
1334,GNL-A,Global Net Lease Inc [Gnl/Pa],New York Stock Exchange,NYSE
1335,GNL-B,Global Net Lease Inc 6.875% Prf,New York Stock Exchange,NYSE
1336,GNRC,Generac Holdings Inc,New York Stock Exchange,NYSE
1337,GNT,Gabelli Natural Resources Gold,New York Stock Exchange,NYSE
1338,GNT-A,Gamco Nat Res Gold & Income TR [Gnt/Pa],New York Stock Exchange,NYSE
1339,GNW,Genworth Financial Inc,New York Stock Exchange,NYSE
1340,GOA.U,Go Acquisition Corp WT [Goac.U],New York Stock Exchange,NYSE
1341,GOA.W,Go Acquisition Corp [Goac/W],New York Stock Exchange,NYSE
1342,GOAC,Go Acquisition Corp Cl A,New York Stock Exchange,NYSE
1343,GOF,Claymore/Guggenheim Strategic Fund,New York Stock Exchange,NYSE
1344,GOL,Gol Linhas Aereas Inteligentes S.A.,New York Stock Exchange,NYSE
1345,GOLD,Barrick Gold Corp,New York Stock Exchange,NYSE
1346,GOLF,Acushnet Holdings Corp,New York Stock Exchange,NYSE
1347,GOOS,Canada Goose Holdings Inc,New York Stock Exchange,NYSE
1348,GPC,Genuine Parts Company,New York Stock Exchange,NYSE
1349,GPI,Group 1 Automotive,New York Stock Exchange,NYSE
1350,GPJA,Georgia Power Company Series 2017A 5.00%,New York Stock Exchange,NYSE
1351,GPK,Graphic Packaging Holding Company,New York Stock Exchange,NYSE
1352,GPM,Guggenheim Enhanced Equity,New York Stock Exchange,NYSE
1353,GPMT,Granite Point Mortgage Trust Inc,New York Stock Exchange,NYSE
1354,GPN,Global Payments Inc,New York Stock Exchange,NYSE
1355,GPRK,Geopark Hlds Lmtd,New York Stock Exchange,NYSE
1356,GPS,Gap Inc,New York Stock Exchange,NYSE
1357,GPX,Gp Strategies Corp,New York Stock Exchange,NYSE
1358,GRA,W.R. Grace & Company,New York Stock Exchange,NYSE
1359,GRAM,Grana Y Montero S.A.A.,New York Stock Exchange,NYSE
1360,GRC,Gorman-Rupp Company,New York Stock Exchange,NYSE
1361,GRP.U,Granite Real Estate Invt TR,New York Stock Exchange,NYSE
1362,GRUB,Grubhub Inc,New York Stock Exchange,NYSE
1363,GRX,The Gabelli Healthcare & Wellness Trust,New York Stock Exchange,NYSE
1364,GRX-B,Gabelli Healthcare & Wellness TR,New York Stock Exchange,NYSE
1365,GS,Goldman Sachs Group,New York Stock Exchange,NYSE
1366,GS-A,Goldman Sachs Group Inc [Gs/Pa],New York Stock Exchange,NYSE
1367,GS-C,Goldman Sachs Group Inc [Gs/Pc],New York Stock Exchange,NYSE
1368,GS-D,Goldman Sachs Group Inc [Gs/Pd],New York Stock Exchange,NYSE
1369,GS-J,Goldman Sachs Group Inc [Gs/Pj],New York Stock Exchange,NYSE
1370,GS-K,Goldman Sachs Group Inc [Gs/Pk],New York Stock Exchange,NYSE
1371,GS-N,Goldman Sachs Group Inc [Gs/Pn],New York Stock Exchange,NYSE
1372,GSA.U,GS Acquisition Holdings Corp II WT,New York Stock Exchange,NYSE
1373,GSA.W,GS Acquisition Holdings Corp II WT,New York Stock Exchange,NYSE
1374,GSAH,GS Acquisition Holdings Corp II Cl A,New York Stock Exchange,NYSE
1375,GSBD,Goldman Sachs Bdc Inc,New York Stock Exchange,NYSE
1376,GSH,Guangshen Railway,New York Stock Exchange,NYSE
1377,GSK,Glaxosmithkline Plc,New York Stock Exchange,NYSE
1378,GSL,Global Ship Lease Inc,New York Stock Exchange,NYSE
1379,GSL-B,Global Ship Lease Inc [Gsl/Pb],New York Stock Exchange,NYSE
1380,GSLD,Global Ship Lease Inc 8.00% Senior Notes,New York Stock Exchange,NYSE
1381,GSX,Gsx Techedu Inc ADR,New York Stock Exchange,NYSE
1382,GTES,Gates Industrial Corp Plc,New York Stock Exchange,NYSE
1383,GTN,Gray Television,New York Stock Exchange,NYSE
1384,GTN.A,Gray Television Inc Cl A,New York Stock Exchange,NYSE
1385,GTS,Triple-S Management Corp,New York Stock Exchange,NYSE
1386,GTT,Global Telcom & Technology Inc,New York Stock Exchange,NYSE
1387,GTY,Getty Realty Corp,New York Stock Exchange,NYSE
1388,GUT,Gabelli Utility Trust,New York Stock Exchange,NYSE
1389,GUT-A,Gabelli Utility Trust [Gut/Pa],New York Stock Exchange,NYSE
1390,GUT-C,Gabelli Utility Trust [Gut/Pc],New York Stock Exchange,NYSE
1391,GVA,Granite Construction Inc,New York Stock Exchange,NYSE
1392,GWB,Great Western Bancorp Inc,New York Stock Exchange,NYSE
1393,GWRE,Guidewire Software Inc,New York Stock Exchange,NYSE
1394,GWW,W.W. Grainger,New York Stock Exchange,NYSE
1395,GYC,Corporate Asset Backed Corp Cabco,New York Stock Exchange,NYSE
1396,H,Hyatt Hotels Corp,New York Stock Exchange,NYSE
1397,HAE,Haemonetics Corp,New York Stock Exchange,NYSE
1398,HAL,Halliburton Company,New York Stock Exchange,NYSE
1399,HASI,Hannon Armstrong Sustainable IN,New York Stock Exchange,NYSE
1400,HBB,Hamilton Beach Brands Holding Company Cl,New York Stock Exchange,NYSE
1401,HBI,Hanesbrands Inc,New York Stock Exchange,NYSE
1402,HBM,Hudbay Minerals Inc,New York Stock Exchange,NYSE
1403,HCA,Hca Holdings Inc,New York Stock Exchange,NYSE
1404,HCC,Warrior Met Coal Inc,New York Stock Exchange,NYSE
1405,HCFT,Hunt Companies Finance Trust Inc,New York Stock Exchange,NYSE
1406,HCHC,Hc2 Holdings Inc,New York Stock Exchange,NYSE
1407,HCI,Homeowners Choice,New York Stock Exchange,NYSE
1408,HCXY,Hercules Capital Inc 6.25% Notes Due,New York Stock Exchange,NYSE
1409,HCXZ,Hercules Capital Inc 5.25% Notes Due,New York Stock Exchange,NYSE
1410,HD,Home Depot,New York Stock Exchange,NYSE
1411,HDB,Hdfc Bank Ltd,New York Stock Exchange,NYSE
1412,HE,Hawaiian Electric Industries,New York Stock Exchange,NYSE
1413,HEI,Heico Corp,New York Stock Exchange,NYSE
1414,HEI.A,Heico Cp Cl A,New York Stock Exchange,NYSE
1415,HEP,Holly Energy Partners LP,New York Stock Exchange,NYSE
1416,HEQ,John Hancock Hedged Eqty & Inc,New York Stock Exchange,NYSE
1417,HES,Hess Corp,New York Stock Exchange,NYSE
1418,HESM,Hess Midstream Partners LP,New York Stock Exchange,NYSE
1419,HEXO,Hexo Corp,New York Stock Exchange,NYSE
1420,HFC,Hollyfrontier Corp,New York Stock Exchange,NYSE
1421,HFR-A,Highland Income Fund [Hfro/Pa],New York Stock Exchange,NYSE
1422,HFRO,Highland Floating Rate Opportunities,New York Stock Exchange,NYSE
1423,HGH,The Hartford Financial Srvcs G,New York Stock Exchange,NYSE
1424,HGLB,Highland Global Allocation Fund,New York Stock Exchange,NYSE
1425,HGV,Hilton Grand Vacations Inc,New York Stock Exchange,NYSE
1426,HHC,Howard Hughes Corp,New York Stock Exchange,NYSE
1427,HI,Hillenbrand Inc,New York Stock Exchange,NYSE
1428,HIE,Miller/Howard High Income Eqty,New York Stock Exchange,NYSE
1429,HIG,Hartford Financial Services Group,New York Stock Exchange,NYSE
1430,HIG-G,Hartford Financial Services Grp Inc,New York Stock Exchange,NYSE
1431,HIG.U,H.I.G. Acquisition Corp [Higa.U],New York Stock Exchange,NYSE
1432,HII,Huntington Ingalls Industries,New York Stock Exchange,NYSE
1433,HIL,Hill International Inc,New York Stock Exchange,NYSE
1434,HIO,Western Asset High,New York Stock Exchange,NYSE
1435,HIW,Highwoods Properties,New York Stock Exchange,NYSE
1436,HIX,Western Asset High Income Fund II Inc,New York Stock Exchange,NYSE
1437,HKIB,Amtd International Inc,New York Stock Exchange,NYSE
1438,HL,Hecla Mining Company,New York Stock Exchange,NYSE
1439,HL-B,Hecla Mining CO [Hl/Pb],New York Stock Exchange,NYSE
1440,HLF,Herbalife Ltd,New York Stock Exchange,NYSE
1441,HLI,Houlihan Lokey,New York Stock Exchange,NYSE
1442,HLT,Hilton Inc,New York Stock Exchange,NYSE
1443,HLX,Helix Energy Solutions Group,New York Stock Exchange,NYSE
1444,HMC,Honda Motor Company,New York Stock Exchange,NYSE
1445,HMI,Huami Corp ADR,New York Stock Exchange,NYSE
1446,HML-A,Hoegh Lng Partners LP [Hmlp/Pa],New York Stock Exchange,NYSE
1447,HMLP,Hoegh Lng Partners LP,New York Stock Exchange,NYSE
1448,HMN,Horace Mann Educators Corp,New York Stock Exchange,NYSE
1449,HMY,Harmony Gold Mining CO Ltd,New York Stock Exchange,NYSE
1450,HNGR,Hanger Inc,New York Stock Exchange,NYSE
1451,HNI,Hon Industries Inc,New York Stock Exchange,NYSE
1452,HNP,Huaneng Power Intl,New York Stock Exchange,NYSE
1453,HOG,Harley-Davidson Inc,New York Stock Exchange,NYSE
1454,HOME,At Home Group Inc,New York Stock Exchange,NYSE
1455,HON,Honeywell International Inc,New York Stock Exchange,NYSE
1456,HOV,Hovnanian Enterprises Inc,New York Stock Exchange,NYSE
1457,HP,Helmerich & Payne,New York Stock Exchange,NYSE
1458,HPE,Hewlett Packard Enterprise Comp,New York Stock Exchange,NYSE
1459,HPF,John Hancock Pfd II,New York Stock Exchange,NYSE
1460,HPI,John Hancock Preferred,New York Stock Exchange,NYSE
1461,HPP,Hudson Pacific Properties,New York Stock Exchange,NYSE
1462,HPQ,HP Inc,New York Stock Exchange,NYSE
1463,HPR,Highpoint Resources Corp,New York Stock Exchange,NYSE
1464,HPS,John Hancock Preferred Income Fund III,New York Stock Exchange,NYSE
1465,HPX,Hpx Corp Cl A,New York Stock Exchange,NYSE
1466,HPX.U,Hpx Corp Units,New York Stock Exchange,NYSE
1467,HPX.W,Hpx Corp WT,New York Stock Exchange,NYSE
1468,HQH,Tekla Healthcare Investors,New York Stock Exchange,NYSE
1469,HQL,Tekla Life Sciences Investors,New York Stock Exchange,NYSE
1470,HR,Healthcare Realty Trust Inc,New York Stock Exchange,NYSE
1471,HRB,H&R Block,New York Stock Exchange,NYSE
1472,HRC,Hill-Rom Holdings Inc,New York Stock Exchange,NYSE
1473,HRI,Herc Holdings Inc,New York Stock Exchange,NYSE
1474,HRL,Hormel Foods Corp,New York Stock Exchange,NYSE
1475,HRTG,Heritage Insurance Holdings,New York Stock Exchange,NYSE
1476,HSB-A,HSBC Hlds Plc [Hsbc/Pa],New York Stock Exchange,NYSE
1477,HSBC,HSBC Holdings Plc,New York Stock Exchange,NYSE
1478,HSC,Harsco Corp,New York Stock Exchange,NYSE
1479,HST,Host Marriott Financial Trust,New York Stock Exchange,NYSE
1480,HSY,Hershey Foods Corp,New York Stock Exchange,NYSE
1481,HT,Hersha Hospitality Trust,New York Stock Exchange,NYSE
1482,HT-C,Hersha Hospitality TR [Ht/Pc],New York Stock Exchange,NYSE
1483,HT-D,Hersha Hospitality TR [Ht/Pd],New York Stock Exchange,NYSE
1484,HT-E,Hersha Hospitality TR [Ht/Pe],New York Stock Exchange,NYSE
1485,HTA,Healthcare Trust of America,New York Stock Exchange,NYSE
1486,HTD,John Hancock Tax Advantaged Dividend,New York Stock Exchange,NYSE
1487,HTFA,Horizon Technology Finance 6.25% Notes,New York Stock Exchange,NYSE
1488,HTGC,Hercules Technology Growth Capital,New York Stock Exchange,NYSE
1489,HTH,Hilltop Holdings Inc,New York Stock Exchange,NYSE
1490,HTY,John Hancock Tax-Advantaged Global,New York Stock Exchange,NYSE
1491,HTZ,Hertz Global Holdings Inc,New York Stock Exchange,NYSE
1492,HUBB,Hubbell Inc B,New York Stock Exchange,NYSE
1493,HUBS,Hubspot Inc,New York Stock Exchange,NYSE
1494,HUD,Hudson Ltd Cl A,New York Stock Exchange,NYSE
1495,HUM,Humana Inc,New York Stock Exchange,NYSE
1496,HUN,Huntsman Corp,New York Stock Exchange,NYSE
1497,HUYA,Huya Inc,New York Stock Exchange,NYSE
1498,HVT,Haverty Furniture Companies,New York Stock Exchange,NYSE
